Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Glenn W.H.","56930881600;","Conceptual ideas of geology included in secondary school earth science textbooks",1970,"Science Education","54","1",,"27","30",,,"10.1002/sce.3730540108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987227123&doi=10.1002%2fsce.3730540108&partnerID=40&md5=d4fcd8b84677e97e756ad4300b18e84d","York College, City University of New York, Flushing, New York, 11365, United States","Glenn, W.H., York College, City University of New York, Flushing, New York, 11365, United States",[No abstract available],,,,"Glenn, W.H.; York College, City University of New York, Flushing, New York, 11365, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987227123
"Seelye H.N., Mirón M.G.","6507745937;57191122060;","Phenotype and occupational mobility in Guatemala City: A preliminary survey",1970,"Science Education","54","1",,"13","16",,,"10.1002/sce.3730540105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987186270&doi=10.1002%2fsce.3730540105&partnerID=40&md5=0e96991a5edf556e0acceaad191322dd","Illinois Office of Public Instruction, Chicago, Illinois, 60601, United States; Universidad Del Valle de Guatemala, Guatemala, Guatemala","Seelye, H.N., Illinois Office of Public Instruction, Chicago, Illinois, 60601, United States; Mirón, M.G., Universidad Del Valle de Guatemala, Guatemala, Guatemala",[No abstract available],,,,"Seelye, H.N.; Illinois Office of Public Instruction, Chicago, Illinois, 60601, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987186270
"Delaney A.A.","56951506000;","Demonstrating topographic elevation and depression",1970,"Science Education","54","2",,"197","201",,,"10.1002/sce.3730540221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987251973&doi=10.1002%2fsce.3730540221&partnerID=40&md5=7a66437dd77f2222e56b030a493fb22d","Garden City Junior High School, Garden City, New York, 11530, United States","Delaney, A.A., Garden City Junior High School, Garden City, New York, 11530, United States",[No abstract available],,,,"Delaney, A.A.; Garden City Junior High School, Garden City, New York, 11530, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987251973
"Johns K.W.","57191120521;","Explore, invent, and discover with seltzer tablets",1970,"Science Education","54","3",,"241","242",,,"10.1002/sce.3730540310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987231324&doi=10.1002%2fsce.3730540310&partnerID=40&md5=87b2b636e88d68a90c615338868563e3","Elementary Science Education, University of Nevada, Reno, Nevada, 89507, United States","Johns, K.W., Elementary Science Education, University of Nevada, Reno, Nevada, 89507, United States",[No abstract available],,,,"Johns, K.W.; Elementary Science Education, University of Nevada, Reno, Nevada, 89507, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987231324
[No author name available],[No author id available],"Meeting report. Conference on science in the two‐year college. June 18–19, 1969, Washington, D. C.",1970,"Science Education","54","3",,"299","303",,,"10.1002/sce.3730540322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987200026&doi=10.1002%2fsce.3730540322&partnerID=40&md5=158990e465998318f757dfd4354c34cc",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Conference Paper,,Scopus,2-s2.0-84987200026
"Mahan L.A.","57190098130;","Which extreme variant of the problem‐solving method of teaching should be more characteristic of the many teacher variations of problem‐solving teaching?",1970,"Science Education","54","4",,"309","316",,3,"10.1002/sce.3730540403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987206244&doi=10.1002%2fsce.3730540403&partnerID=40&md5=02ecbf6e677de8f31e6bacf8b5a50aab","Stout State University, Menomonie, Wisconsin, 54751, United States","Mahan, L.A., Stout State University, Menomonie, Wisconsin, 54751, United States",[No abstract available],,,,"Mahan, L.A.; Stout State University, Menomonie, Wisconsin, 54751, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987206244
"Huque A.O.","57191122543;","Studying science effectively",1970,"Science Education","54","1",,"87","90",,1,"10.1002/sce.3730540120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954385779&doi=10.1002%2fsce.3730540120&partnerID=40&md5=161c9fb6b5aa14f5d648469debec8d59","Institute for Advancement of Science, Technology Teaching, Pakistan","Huque, A.O., Institute for Advancement of Science, Technology Teaching, Pakistan",[No abstract available],,,,"Huque, A.O.; Institute for Advancement of Science, Technology TeachingPakistan",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84954385779
"Singer S.F.","7201795107;","Education for today's ecological crisis",1970,"Science Education","54","4",,"349","358",,2,"10.1002/sce.3730540409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987184932&doi=10.1002%2fsce.3730540409&partnerID=40&md5=96d1ed7192aaaec42becf9f98cbd716b","Department of the Interior, Washington, District of Columbia, 20240, United States","Singer, S.F., Department of the Interior, Washington, District of Columbia, 20240, United States",[No abstract available],,,,"Singer, S.F.; Department of the Interior, Washington, District of Columbia, 20240, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987184932
"Cohen R.D.","57191120045;","Programs in science education",1970,"Science Education","54","2",,"179","181",,2,"10.1002/sce.3730540217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987224476&doi=10.1002%2fsce.3730540217&partnerID=40&md5=77cb53f917e0ec7d6b246ca470c8ed0e","Claremont Graduate School, University Center, Claremont, California, 91711, United States","Cohen, R.D., Claremont Graduate School, University Center, Claremont, California, 91711, United States",[No abstract available],,,,"Cohen, R.D.; Claremont Graduate School, University Center, Claremont, California, 91711, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987224476
"Bybee R.W.","6701794081;","The effectiveness of an individualized approach to a general education earth science laboratory",1970,"Science Education","54","2",,"157","161",,4,"10.1002/sce.3730540214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987242186&doi=10.1002%2fsce.3730540214&partnerID=40&md5=52da8958c64d3164626825fa0e4fd736","Colorado State College, Greeley, Colorado, 80631, United States","Bybee, R.W., Colorado State College, Greeley, Colorado, 80631, United States",[No abstract available],,,,"Bybee, R.W.; Colorado State College, Greeley, Colorado, 80631, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987242186
"Krause E.D., Krause L.","57191119775;57191121450;","The colleges that produce our best scientists. A study of the academic training grounds of a large group of distinguished American scientists",1970,"Science Education","54","2",,"133","140",,1,"10.1002/sce.3730540209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934005022&doi=10.1002%2fsce.3730540209&partnerID=40&md5=62d22861f7d034c609be41507d6709f4","University of Hawaii, Honolulu, Hawaii, 96816, United States","Krause, E.D., University of Hawaii, Honolulu, Hawaii, 96816, United States; Krause, L., University of Hawaii, Honolulu, Hawaii, 96816, United States",[No abstract available],,,,"Krause, E.D.; University of Hawaii, Honolulu, Hawaii, 96816, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84934005022
"Flores J.A.","57191122274;","A study of earth science programs in Texas and at the national level",1970,"Science Education","54","4",,"379","383",,,"10.1002/sce.3730540413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987187772&doi=10.1002%2fsce.3730540413&partnerID=40&md5=1d771350ab6b761483616ece7611237b","Teacher of Science and Assistant Principal, Raymondville High School, Raymondville, Texas, 78580, United States","Flores, J.A., Teacher of Science and Assistant Principal, Raymondville High School, Raymondville, Texas, 78580, United States",[No abstract available],,,,"Flores, J.A.; Teacher of Science and Assistant Principal, Raymondville High School, Raymondville, Texas, 78580, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987187772
"Hug W.E.","57190099815;","Independent study evokes good student attitudes",1970,"Science Education","54","2",,"115","118",,3,"10.1002/sce.3730540205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987168353&doi=10.1002%2fsce.3730540205&partnerID=40&md5=1a547e720019f71b803dd74b9aa31aec","Learning Resources Center, School of Education, Auburn University, Auburn, Alabama, 36830, United States","Hug, W.E., Learning Resources Center, School of Education, Auburn University, Auburn, Alabama, 36830, United States",[No abstract available],,,,"Hug, W.E.; Learning Resources Center, School of Education, Auburn University, Auburn, Alabama, 36830, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987168353
"Dexter R.W.","16529260100;","Prof. J. W. Pike—popular science lecturer from Portage County, Ohio",1970,"Science Education","54","4",,"345","347",,,"10.1002/sce.3730540408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987166926&doi=10.1002%2fsce.3730540408&partnerID=40&md5=d7350ab9b2aa862bc0869b9c99e99614","Kent State University, Kent, Ohio, 44240, United States","Dexter, R.W., Kent State University, Kent, Ohio, 44240, United States",[No abstract available],,,,"Dexter, R.W.; Kent State University, Kent, Ohio, 44240, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987166926
"Koran J.J., Jr.","24795017200;","A comparison of the effects of observational learning and self‐rating on the acquisition and retention of a questioning behavior by elementary science teacher trainees",1970,"Science Education","54","4",,"385","389",,7,"10.1002/sce.3730540414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987210784&doi=10.1002%2fsce.3730540414&partnerID=40&md5=47463284dcc002c145eb5c1432abec17","Science Education Center, The University of Texas at Austin, Austin, Texas, 78712, United States","Koran, J.J., Jr., Science Education Center, The University of Texas at Austin, Austin, Texas, 78712, United States",[No abstract available],,,,"Koran, J.J.; Science Education Center, The University of Texas at Austin, Austin, Texas, 78712, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987210784
"Sorrentino A.V., Bell P.E.","57191119724;57191122236;","A comparison of attributed values with empirically determined values of secondary school science field trips",1970,"Science Education","54","3",,"233","236",,8,"10.1002/sce.3730540308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987199981&doi=10.1002%2fsce.3730540308&partnerID=40&md5=45b788119c152b94a61b8fde1b0672fb","Monroe-Woodbury Junior High School, Monroe, New York, 10950, United States; Pennsylvania State University, University Park, Pennsylvania, 16802, United States","Sorrentino, A.V., Monroe-Woodbury Junior High School, Monroe, New York, 10950, United States; Bell, P.E., Pennsylvania State University, University Park, Pennsylvania, 16802, United States",[No abstract available],,,,"Sorrentino, A.V.; Monroe-Woodbury Junior High School, Monroe, New York, 10950, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987199981
"Airasian P.W.","6505790573;","The use of hierarchies in the analysis and planning of chemistry instruction",1970,"Science Education","54","1",,"91","95",,5,"10.1002/sce.3730540121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987246054&doi=10.1002%2fsce.3730540121&partnerID=40&md5=cae8a6f25b647f03d5cbda3462deec26","Boston College, School of Education, Chestnut Hill, Massachusetts, 02167, United States","Airasian, P.W., Boston College, School of Education, Chestnut Hill, Massachusetts, 02167, United States",[No abstract available],,,,"Airasian, P.W.; Boston College, School of Education, Chestnut Hill, Massachusetts, 02167, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987246054
"Charlier R.H., Charlier P.S.","7004445389;56930203100;","Geographic and environmental illiteracy among educated Americans—An appraisal",1970,"Science Education","54","3",,"281","286",,1,"10.1002/sce.3730540318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987167462&doi=10.1002%2fsce.3730540318&partnerID=40&md5=7617d8ca047519b80345d5b7c5fa15eb","Northeastern Illinois State College, Chicago, Illinois, United States","Charlier, R.H., Northeastern Illinois State College, Chicago, Illinois, United States; Charlier, P.S., Northeastern Illinois State College, Chicago, Illinois, United States",[No abstract available],,,,"Charlier, R.H.; Northeastern Illinois State College, Chicago, Illinois, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987167462
"Michael J., Demchik V.C.","57191120619;15131290800;","How inquiry may set the structure for learning",1970,"Science Education","54","1",,"1","3",,,"10.1002/sce.3730540102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987214004&doi=10.1002%2fsce.3730540102&partnerID=40&md5=56e03c6ba542844502c774cd2e81a765","Laurel, Maryland, 20810, United States","Michael, J., Laurel, Maryland, 20810, United States; Demchik, V.C., Laurel, Maryland, 20810, United States",[No abstract available],,,,"Michael, J., Laurel, Maryland, 20810, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987214004
"Henson K.T.","57005252500;","Earth science principles pertinent to the general education programs in junior high schools",1970,"Science Education","54","2",,"189","195",,1,"10.1002/sce.3730540220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987186176&doi=10.1002%2fsce.3730540220&partnerID=40&md5=06aa1ce0b1527b1c994c435db93f4a35","Indiana State University, Terre Haute, Indiana, 47809, United States","Henson, K.T., Indiana State University, Terre Haute, Indiana, 47809, United States",[No abstract available],,,,"Henson, K.T.; Indiana State University, Terre Haute, Indiana, 47809, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84987186176
"Boblick J.M.","57191122421;","The use of computer simulations in the teaching of high school physics",1970,"Science Education","54","1",,"77","81",,1,"10.1002/sce.3730540118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861920257&doi=10.1002%2fsce.3730540118&partnerID=40&md5=b7642519c0889d822c36f7709068444a","Public Schools, Albert Einstein High School, Kensington, Maryland, 20795, United States","Boblick, J.M., Public Schools, Albert Einstein High School, Kensington, Maryland, 20795, United States",[No abstract available],,,,"Boblick, J.M.; Public Schools, Albert Einstein High School, Kensington, Maryland, 20795, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84861920257
