Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
[No author name available],[No author id available],"What to make?",1919,"General Science Quarterly","3","2",,"121","122",,,"10.1002/sce.3730030215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977705498&doi=10.1002%2fsce.3730030215&partnerID=40&md5=6e0b2c722810d4047349e8f77c3c5d23",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977705498
[No author name available],[No author id available],"What to make",1919,"General Science Quarterly","3","4",,"239","239",,,"10.1002/sce.3730030419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733415&doi=10.1002%2fsce.3730030419&partnerID=40&md5=cc485deea901fcae3b5a3dd1c4831419",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733415
[No author name available],[No author id available],"General science meetings",1919,"General Science Quarterly","4","1",,"295","297",,,"10.1002/sce.3730040107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977713039&doi=10.1002%2fsce.3730040107&partnerID=40&md5=c998ea2234c6debf639baf8802e3c62f",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977713039
"Cogan D.E.","57190149966;","The foot candle meter",1919,"General Science Quarterly","3","4",,"232","235",,,"10.1002/sce.3730030410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977720957&doi=10.1002%2fsce.3730030410&partnerID=40&md5=1985e373b85198acc3754575b456f79c","General Electric Co","Cogan, D.E., General Electric Co",[No abstract available],,,,"Cogan, D.E.; General Electric Co",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977720957
[No author name available],[No author id available],"Free books and bulletins",1919,"General Science Quarterly","4","1",,"299","300",,,"10.1002/sce.3730040115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977722036&doi=10.1002%2fsce.3730040115&partnerID=40&md5=ce7ef3027fa674eb07935f262e568c85",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977722036
"Woodhull J.F.","23084308400;","The project of a frozen water pipe",1919,"General Science Quarterly","3","2",,"107","111",,,"10.1002/sce.3730030205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977720731&doi=10.1002%2fsce.3730030205&partnerID=40&md5=65b6fe1bf70f6effb351653a33f54626",,"Woodhull, J.F.",[No abstract available],,,,"Woodhull, J.F.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977720731
"Weston M.D.","57190150750;","Some suggestions for the study of our food supply",1919,"General Science Quarterly","3","2",,"113","117",,,"10.1002/sce.3730030207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977726992&doi=10.1002%2fsce.3730030207&partnerID=40&md5=2a9692737c71c5de078b4b16c783ace6","Rhode Island State Normal School, United States","Weston, M.D., Rhode Island State Normal School, United States",[No abstract available],,,,"Weston, M.D.; Rhode Island State Normal SchoolUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977726992
"Stevenson J.A.","57190150515;","The project in science teaching",1919,"General Science Quarterly","3","4",,"195","209",,,"10.1002/sce.3730030401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977719056&doi=10.1002%2fsce.3730030401&partnerID=40&md5=84b51022aa6150c02b88ca8ce467fa11","University of Illinois, Illinois, United States","Stevenson, J.A., University of Illinois, Illinois, United States",[No abstract available],,,,"Stevenson, J.A.; University of Illinois, Illinois, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977719056
"Meister M.","57190149794;","Guiding and aiding the pupil in his project",1919,"General Science Quarterly","3","4",,"209","215",,,"10.1002/sce.3730030402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977712395&doi=10.1002%2fsce.3730030402&partnerID=40&md5=a76d494fee40131d4b204d09f1ad2dd2","Teachers College, Columbia University, United States","Meister, M., Teachers College, Columbia University, United States",[No abstract available],,,,"Meister, M.; Teachers College, Columbia UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977712395
"Workman L.L.","57190150979;","How to use the kitchen range",1919,"General Science Quarterly","3","4",,"227","231",,,"10.1002/sce.3730030408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977712358&doi=10.1002%2fsce.3730030408&partnerID=40&md5=b7aba738304b80a9f0dee16f125bf2b9","Framingham Normal School, United States","Workman, L.L., Framingham Normal School, United States",[No abstract available],,,,"Workman, L.L.; Framingham Normal SchoolUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977712358
"Whitman W.G.","56914043700;","General science in the junior high schools of Massachusetts",1919,"General Science Quarterly","3","2",,"82","89",,,"10.1002/sce.3730030202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977716887&doi=10.1002%2fsce.3730030202&partnerID=40&md5=1dc7695e474222031aec5045cf1aece0","Normal School, Salem, Massachusetts, United States","Whitman, W.G., Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Whitman, W.G.; Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977716887
"Stone C.H.","16038333200;","Some easily prepared insecticides",1919,"General Science Quarterly","3","4",,"235","236",,,"10.1002/sce.3730030411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977713169&doi=10.1002%2fsce.3730030411&partnerID=40&md5=23edb9cff689975a71fe8df0d8937607","English High School, Boston, United States","Stone, C.H., English High School, Boston, United States",[No abstract available],,,,"Stone, C.H.; English High School, Boston, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977713169
[No author name available],[No author id available],"Magazine list",1919,"General Science Quarterly","3","2",,"130","131",,,"10.1002/sce.3730030218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977706445&doi=10.1002%2fsce.3730030218&partnerID=40&md5=470465e6cfb79f0457ad7c92f9fdb2b2",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977706445
"Spangler D.P.","57190151503;","An introductory lesson leading to a study of science about the home",1919,"General Science Quarterly","3","2",,"111","112",,,"10.1002/sce.3730030206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977726910&doi=10.1002%2fsce.3730030206&partnerID=40&md5=d102590088eb64e69b3dd1d3f6596295","Pennsylvania, United States","Spangler, D.P., Pennsylvania, United States",[No abstract available],,,,"Spangler, D.P., Pennsylvania, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977726910
[No author name available],[No author id available],"Keeping fit",1919,"General Science Quarterly","3","2",,"129","129",,,"10.1002/sce.3730030217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977704765&doi=10.1002%2fsce.3730030217&partnerID=40&md5=6049beee4be0d0bd6b949f1f077904e1",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977704765
"Heald F.E.","56914160700;","General science in the agricultural high school",1919,"General Science Quarterly","3","3",,"160","165",,,"10.1002/sce.3730030305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733433&doi=10.1002%2fsce.3730030305&partnerID=40&md5=4b76c5312d1d8dd59f81ba32731bddec","Massachusetts, United States","Heald, F.E., Massachusetts, United States",[No abstract available],,,,"Heald, F.E., Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733433
[No author name available],[No author id available],"Science articles in current periodicals",1919,"General Science Quarterly","4","1",,"301","316",,,"10.1002/sce.3730040117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977702085&doi=10.1002%2fsce.3730040117&partnerID=40&md5=3de769be1c42bf4a78eb261da1681265",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977702085
"Herrold R.E.","57190150704;","Bibliography of the project method",1919,"General Science Quarterly","4","1",,"283","291",,1,"10.1002/sce.3730040105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751177005&doi=10.1002%2fsce.3730040105&partnerID=40&md5=4c7976a27810dc07b2aebc849f41babc","New York, New York, United States","Herrold, R.E., New York, New York, United States",[No abstract available],,,,"Herrold, R.E., New York, New York, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-33751177005
[No author name available],[No author id available],"Relation of general science to agricultural instruction",1919,"General Science Quarterly","4","1",,"263","267",,,"10.1002/sce.3730040102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977718083&doi=10.1002%2fsce.3730040102&partnerID=40&md5=843ba5706fc7b293218459cf026804fd",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977718083
"Williams M.M.","57190152236;","A series of unit courses for secondary schools",1919,"General Science Quarterly","4","1",,"268","274",,,"10.1002/sce.3730040103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977725843&doi=10.1002%2fsce.3730040103&partnerID=40&md5=eea03afc8554145037d6d2396cf75a4a","Prin High School, Fredericktown, Ohio, United States","Williams, M.M., Prin High School, Fredericktown, Ohio, United States",[No abstract available],,,,"Williams, M.M.; Prin High School, Fredericktown, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977725843
"Brown E.L.","57190149314;","Principle of the electric watthour meter",1919,"General Science Quarterly","3","4",,"231","232",,,"10.1002/sce.3730030409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977723989&doi=10.1002%2fsce.3730030409&partnerID=40&md5=7f7a92e70726ff6f0193a733207ea13a","General Electric Co","Brown, E.L., General Electric Co",[No abstract available],,,,"Brown, E.L.; General Electric Co",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977723989
"Woodhull J.F.","23084308400;","Studies of the masters: I.—Lyell",1919,"General Science Quarterly","3","3",,"141","146",,,"10.1002/sce.3730030302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977708075&doi=10.1002%2fsce.3730030302&partnerID=40&md5=7fe279998db8df5ca7151e16f492cd8c",,"Woodhull, J.F.",[No abstract available],,,,"Woodhull, J.F.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977708075
"Stone C.H.","16038333200;","The making of a match: A project",1919,"General Science Quarterly","3","2",,"89","90",,,"10.1002/sce.3730030203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977735168&doi=10.1002%2fsce.3730030203&partnerID=40&md5=4eff7c1b0a83d0bb8c282acdf3984ce3","English High School, Boston, Massachusetts, United States","Stone, C.H., English High School, Boston, Massachusetts, United States",[No abstract available],,,,"Stone, C.H.; English High School, Boston, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977735168
"Ruch G.M.","25956857300;","A range of information test in general science",1919,"General Science Quarterly","4","1",,"257","262",,,"10.1002/sce.3730040101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977714567&doi=10.1002%2fsce.3730040101&partnerID=40&md5=04f3ac5580a2067c5b742a761a3f9443","School of Education, University of Oregon, Eugene, Oregon, United States","Ruch, G.M., School of Education, University of Oregon, Eugene, Oregon, United States",[No abstract available],,,,"Ruch, G.M.; School of Education, University of Oregon, Eugene, Oregon, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977714567
"Pearson M.","57190150065;","Articles in the scientific monthly, july‐sept. 1918",1918,"General Science Quarterly","3","1",,"45","48",,,"10.1002/sce.3730030108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977712716&doi=10.1002%2fsce.3730030108&partnerID=40&md5=26cb41e9cc88a070cd0ab4f3f9ff30d7","Melrose, Massachusetts, United States","Pearson, M., Melrose, Massachusetts, United States",[No abstract available],,,,"Pearson, M., Melrose, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977712716
[No author name available],[No author id available],"Science in current periodicals",1918,"General Science Quarterly","2","3",,"417","425",,,"10.1002/sce.3730020316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977735484&doi=10.1002%2fsce.3730020316&partnerID=40&md5=70f3f4c5e2d6f8e479f728f08fbc794e",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977735484
"Brownell H.","57190149814;","Textbooks in general science and the use of laboratory manuals for teaching projects",1918,"General Science Quarterly","3","1",,"40","44",,,"10.1002/sce.3730030106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977718504&doi=10.1002%2fsce.3730030106&partnerID=40&md5=feb70f74d95a9cdbee93715fa4f5eb36","University of Nebraska, United States","Brownell, H., University of Nebraska, United States",[No abstract available],,,,"Brownell, H.; University of NebraskaUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977718504
"Richardson H.A.","57190150239;","The first year—for the eighth grade—of a two year science course for the junior high school",1918,"General Science Quarterly","2","3",,"390","396",,,"10.1002/sce.3730020305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977727895&doi=10.1002%2fsce.3730020305&partnerID=40&md5=53700e08d82122b3c94e9a0e49485b57","Junior High School, Grand Rapids, Michigan, United States","Richardson, H.A., Junior High School, Grand Rapids, Michigan, United States",[No abstract available],,,,"Richardson, H.A.; Junior High School, Grand Rapids, Michigan, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977727895
[No author name available],[No author id available],"Useful pamphlets",1918,"General Science Quarterly","2","4",,"471","471",,,"10.1002/sce.3730020407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977718700&doi=10.1002%2fsce.3730020407&partnerID=40&md5=9ad9b210aac0b6359d162daacbe5f061",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977718700
"Vinal W.G.","56914509900;","Food conservation exhibits for teachers",1918,"General Science Quarterly","2","3",,"399","401",,,"10.1002/sce.3730020307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977722497&doi=10.1002%2fsce.3730020307&partnerID=40&md5=830bde6d463cf35b1b9513bdd2c91f8a","The Rhode Island Normal School, United States","Vinal, W.G., The Rhode Island Normal School, United States",[No abstract available],,,,"Vinal, W.G.; The Rhode Island Normal SchoolUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977722497
[No author name available],[No author id available],"New books",1918,"General Science Quarterly","2","2",,"358","359",,,"10.1002/sce.3730020208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977722366&doi=10.1002%2fsce.3730020208&partnerID=40&md5=999e4ee5077775f93283cd2d8d286da7",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977722366
"Eikenberry W.L.","56914446800;","Bibliography of general science for 1917",1918,"General Science Quarterly","2","3",,"406","410",,2,"10.1002/sce.3730020310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751178922&doi=10.1002%2fsce.3730020310&partnerID=40&md5=d4038af066910e57e5dbaac23c08693c","University of Kansas, Lawrence, Kansas, United States","Eikenberry, W.L., University of Kansas, Lawrence, Kansas, United States",[No abstract available],,,,"Eikenberry, W.L.; University of Kansas, Lawrence, Kansas, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-33751178922
"Maxwell P.A.","56952133000;","Color blindness",1918,"General Science Quarterly","2","3",,"410","414",,,"10.1002/sce.3730020311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977707987&doi=10.1002%2fsce.3730020311&partnerID=40&md5=c06e823d651725b46d9ce8747eee695a","Avalon, Pennsylvania, United States","Maxwell, P.A., Avalon, Pennsylvania, United States",[No abstract available],,,,"Maxwell, P.A., Avalon, Pennsylvania, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977707987
"Harrington I.S.","57190149956;","Food lessons",1918,"General Science Quarterly","2","3",,"402","404",,,"10.1002/sce.3730020308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977729906&doi=10.1002%2fsce.3730020308&partnerID=40&md5=9e91fcd8b3fb0f214d943ab31d68755d","Rhode Island, United States","Harrington, I.S., Rhode Island, United States",[No abstract available],,,,"Harrington, I.S., Rhode Island, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977729906
"Whitbeck R.H.","56930471200;","How the experience of physical geography may be an aid to general science",1918,"General Science Quarterly","2","3",,"381","386",,,"10.1002/sce.3730020303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733993&doi=10.1002%2fsce.3730020303&partnerID=40&md5=e95c0a60913c8a9df1257186a3f50a7c","University of Wisconsin, Madison, United States","Whitbeck, R.H., University of Wisconsin, Madison, United States",[No abstract available],,,,"Whitbeck, R.H.; University of Wisconsin, Madison, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733993
"Clute W.N.","57190150217;","A communication",1918,"General Science Quarterly","2","3",,"397","398",,,"10.1002/sce.3730020306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977704004&doi=10.1002%2fsce.3730020306&partnerID=40&md5=f1db166bcb22f37f0ff97bab8be68eb3","Joliet, Illinois, United States","Clute, W.N., Joliet, Illinois, United States",[No abstract available],,,,"Clute, W.N., Joliet, Illinois, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977704004
"Glenn E.R.","56914029500;","General science references for pupil and teacher: A preliminary list",1918,"General Science Quarterly","3","1",,"1","30",,,"10.1002/sce.3730030101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977717476&doi=10.1002%2fsce.3730030101&partnerID=40&md5=c1a649472fb113dcab5faf569999936c","Lincoln School of Teachers College, Columbia University, United States","Glenn, E.R., Lincoln School of Teachers College, Columbia University, United States",[No abstract available],,,,"Glenn, E.R.; Lincoln School of Teachers College, Columbia UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977717476
[No author name available],[No author id available],"Magazine list",1918,"General Science Quarterly","2","3",,"425","427",,,"10.1002/sce.3730020317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977727364&doi=10.1002%2fsce.3730020317&partnerID=40&md5=6f4e806824a70330da812f6d9d50c3ee",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977727364
"Culler J.A.","57190150043;","Science in the war",1918,"General Science Quarterly","2","2",,"307","314",,,"10.1002/sce.3730020201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977710506&doi=10.1002%2fsce.3730020201&partnerID=40&md5=749545c4bec5738be840a797e0a2b37a","Miami University, Oxford, Ohio, United States","Culler, J.A., Miami University, Oxford, Ohio, United States",[No abstract available],,,,"Culler, J.A.; Miami University, Oxford, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977710506
"Smith E.L.","57190148935;","A project of everyday machines",1918,"General Science Quarterly","3","1",,"31","33",,,"10.1002/sce.3730030102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977701722&doi=10.1002%2fsce.3730030102&partnerID=40&md5=91cff45d3f8d66b962c2f5e46347b934","Boston Normal School, United States","Smith, E.L., Boston Normal School, United States",[No abstract available],,,,"Smith, E.L.; Boston Normal SchoolUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977701722
"Whitman W.G.","56914043700;","The story of nitrates in the war: Ten lessons",1918,"General Science Quarterly","2","2",,"345","351",,,"10.1002/sce.3730020205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977733981&doi=10.1002%2fsce.3730020205&partnerID=40&md5=11b865915e61e01eaf6ac5b40e1ee007","Normal School, Salem, Massachusetts, United States","Whitman, W.G., Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Whitman, W.G.; Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977733981
"Fuller E.L.","57190149522;","Approximate composition of air",1918,"General Science Quarterly","3","1",,"38","39",,,"10.1002/sce.3730030105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977724807&doi=10.1002%2fsce.3730030105&partnerID=40&md5=9a770c2e163a15c5821a0b35689a8a8c","High School, Everett, Massachusetts, United States","Fuller, E.L., High School, Everett, Massachusetts, United States",[No abstract available],,,,"Fuller, E.L.; High School, Everett, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977724807
[No author name available],[No author id available],"A chemistry library for high schools",1918,"General Science Quarterly","2","2",,"366","366",,,"10.1002/sce.3730020211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977700912&doi=10.1002%2fsce.3730020211&partnerID=40&md5=2b88b69a18bfdfc90aa50ca87f9ab4ea",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977700912
[No author name available],[No author id available],"Books",1918,"General Science Quarterly","2","4",,"471","471",,,"10.1002/sce.3730020408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977721738&doi=10.1002%2fsce.3730020408&partnerID=40&md5=126e3d2ef373eabd0e5db2da053f3dcb",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977721738
"Brewster E.T.","57190151179;","The entire universe moulded to one scale",1918,"General Science Quarterly","3","1",,"35","37",,,"10.1002/sce.3730030104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977710660&doi=10.1002%2fsce.3730030104&partnerID=40&md5=41f21e88a23b3f3ff365e6e4dce86fe1","Andover, Massachusetts, United States","Brewster, E.T., Andover, Massachusetts, United States",[No abstract available],,,,"Brewster, E.T., Andover, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977710660
"Vinal W.G.","56914509900;","Ten lessons on our food supply",1918,"General Science Quarterly","2","2",,"337","344",,,"10.1002/sce.3730020204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977720234&doi=10.1002%2fsce.3730020204&partnerID=40&md5=1abc48d847161f023038bcabbb08ddc6","The Rhode Island Normal School, United States","Vinal, W.G., The Rhode Island Normal School, United States",[No abstract available],,,,"Vinal, W.G.; The Rhode Island Normal SchoolUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977720234
"Edgar L.L.","57190149391;","Science in modern warfare",1918,"General Science Quarterly","2","2",,"314","317",,,"10.1002/sce.3730020202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977731876&doi=10.1002%2fsce.3730020202&partnerID=40&md5=492b7537494439898abb3de08a172835",,"Edgar, L.L.",[No abstract available],,,,"Edgar, L.L.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977731876
[No author name available],[No author id available],"Notes on science topics related to the war",1918,"General Science Quarterly","2","2",,"352","357",,,"10.1002/sce.3730020206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977711948&doi=10.1002%2fsce.3730020206&partnerID=40&md5=cef262a8acca7c0e922f1af340b85642",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977711948
[No author name available],[No author id available],"General science meeting",1918,"General Science Quarterly","3","1",,"44","45",,,"10.1002/sce.3730030107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977700860&doi=10.1002%2fsce.3730030107&partnerID=40&md5=2c196169cad5470d86e9a74bedfc023e",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977700860
"Meister M.","57190149794;","Science work in the speyer school",1918,"General Science Quarterly","2","4",,"429","445",,,"10.1002/sce.3730020401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977711825&doi=10.1002%2fsce.3730020401&partnerID=40&md5=b7542feb787eec06532e4ac8f0adaa2c","Teachers College, Columbia University, United States","Meister, M., Teachers College, Columbia University, United States",[No abstract available],,,,"Meister, M.; Teachers College, Columbia UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977711825
"Waterhouse R.H.","57190149397;","General science in Amherst Junior High School",1918,"General Science Quarterly","2","2",,"318","336",,,"10.1002/sce.3730020203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977720320&doi=10.1002%2fsce.3730020203&partnerID=40&md5=11da549e201feba104c35322be552812","Junior High School, Amherst, Massachusetts, United States","Waterhouse, R.H., Junior High School, Amherst, Massachusetts, United States",[No abstract available],,,,"Waterhouse, R.H.; Junior High School, Amherst, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977720320
"Clute W.N.","57190150217;","Some objections to project teaching",1918,"General Science Quarterly","2","3",,"379","380",,,"10.1002/sce.3730020302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977721438&doi=10.1002%2fsce.3730020302&partnerID=40&md5=84dc32af7b47637427e1180260cf8b51","Joliet, Illinois, United States","Clute, W.N., Joliet, Illinois, United States",[No abstract available],,,,"Clute, W.N., Joliet, Illinois, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977721438
"Loevenguth J.C.","57190149629;","General science in the junior high school",1918,"General Science Quarterly","2","3",,"367","379",,,"10.1002/sce.3730020301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977727523&doi=10.1002%2fsce.3730020301&partnerID=40&md5=1e70e6a2e1aca25dbcb81bad93836413","Wichita High School, Wichita, Kansas, United States","Loevenguth, J.C., Wichita High School, Wichita, Kansas, United States",[No abstract available],,,,"Loevenguth, J.C.; Wichita High School, Wichita, Kansas, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977727523
"Workman L.L.","57190150979;","A project in ventilation",1918,"General Science Quarterly","3","1",,"33","34",,,"10.1002/sce.3730030103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977702904&doi=10.1002%2fsce.3730030103&partnerID=40&md5=2b60b00c4c6105df72fc44e66d6ec725","State Normal School, Framingham, Massachusetts, United States","Workman, L.L., State Normal School, Framingham, Massachusetts, United States",[No abstract available],,,,"Workman, L.L.; State Normal School, Framingham, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977702904
[No author name available],[No author id available],"Useful pamphlets",1918,"General Science Quarterly","2","2",,"364","364",,,"10.1002/sce.3730020210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977722640&doi=10.1002%2fsce.3730020210&partnerID=40&md5=f30eea45e22f68b28bfa4b4bf1240c74",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977722640
[No author name available],[No author id available],"What to make",1918,"General Science Quarterly","3","1",,"49","49",,,"10.1002/sce.3730030109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977709000&doi=10.1002%2fsce.3730030109&partnerID=40&md5=19e0b7c5fd84896d6448557c688427c9",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84977709000
